Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,CD,MM,Savings,AccountAge
$0.50,"$16,500.00",0,67,0,0,1,0,1,0,1,1,0,0,0,0
$2.44,"$15,470.00",1,90,0,0,1,0,1,0,1,1,0,0,0,4
$1.08,"$14,700.00",1,78,0,0,1,0,1,0,1,1,0,0,0,2
$1.69,"$26,500.00",1,70,1,0,0,0,1,0,1,1,0,0,0,4
$0.78,"$25,000.00",0,71,1,0,0,0,1,0,1,1,0,0,0,0
$3.14,"$22,000.00",0,71,1,0,1,0,1,1,1,1,0,1,1,2
$2.11,$175.00,0,74,1,0,1,0,0,1,1,0,0,1,1,8
$5.64,"$6,000.00",0,77,1,0,1,0,0,1,1,0,0,1,1,3
$4.16,"$40,000.00",0,71,1,0,1,0,1,0,0,1,0,0,0,6
$10.04,"$46,000.00",0,78,0,0,1,0,1,0,1,1,0,0,0,5
$2.23,"$30,036.00",0,78,0,0,1,0,1,0,0,1,0,0,0,4
$3.79,"$34,022.00",0,83,0,0,0,0,1,0,1,1,0,0,0,0
$0.79,"$32,950.00",0,66,1,0,0,0,1,0,1,1,0,0,0,0
$0.83,"$2,900.00",1,86,1,0,0,0,1,0,0,1,0,0,0,7
$9.55,"$34,523.00",0,74,0,0,1,0,1,0,0,1,0,0,0,1
$0.09,$8.17,0,81,0,0,0,0,0,1,1,0,0,1,1,7
$2.27,"$26,442.00",0,93,0,0,1,0,1,0,1,1,0,0,0,2
$1.29,"$23,000.00",0,72,1,0,0,0,1,0,1,1,0,0,0,3
$0.43,"$4,000.00",0,87,1,0,1,0,0,1,0,0,0,1,1,11
$17.16,"$5,000.00",0,75,0,0,1,0,0,1,0,0,0,1,1,3
$1.12,"$7,000.00",0,90,0,0,1,0,1,0,0,1,0,0,0,0
$2.07,"$22,500.00",0,89,0,0,0,0,1,0,0,1,0,0,0,5
$0.39,$178.00,0,71,1,0,1,0,0,1,1,0,0,1,1,6
$2.49,"$3,000.00",0,72,1,0,0,0,0,1,1,0,0,1,1,8
$10.23,"$70,415.00",0,83,0,0,1,0,1,0,1,1,0,0,0,7
$1.52,"$30,384.00",0,87,1,0,1,0,1,0,1,1,0,0,0,4
$2.33,"$27,437.00",0,87,1,0,1,0,1,0,1,1,0,0,0,8
$0.52,"$13,000.00",0,83,0,0,0,0,1,0,0,1,0,0,0,4
$1.57,"$21,150.00",0,77,0,0,1,0,1,0,1,1,0,0,0,5
$0.82,"$8,000.00",0,85,0,0,0,0,1,0,0,1,0,0,0,8
$1.26,"$7,500.00",0,91,0,0,0,0,1,0,0,1,0,0,0,0
$1.01,$341.00,0,80,1,0,0,0,0,1,0,0,0,1,1,2
$0.24,$113.00,0,83,0,0,0,0,0,1,0,0,0,1,1,6
$0.73,"$12,358.00",0,71,0,0,1,0,1,1,0,1,0,1,1,8
$1.49,"$25,000.00",0,74,1,0,0,0,1,0,1,1,0,0,0,0
$0.04,$5.48,1,76,1,0,0,0,0,1,1,0,0,1,1,3
$0.34,"$19,429.00",0,82,1,0,0,0,1,0,0,1,0,0,0,7
$1.54,"$79,177.00",0,71,0,0,1,0,1,0,1,1,0,0,0,0
$0.56,"$13,750.00",0,81,1,0,0,0,1,0,1,1,0,0,0,0
$1.58,"$44,853.00",0,83,0,0,0,0,1,0,1,1,0,0,0,2
$2.59,"$50,747.00",0,4,0,0,0,0,1,0,0,1,0,0,0,8
$2.58,"$36,028.00",1,82,1,0,1,0,1,0,0,1,0,0,0,2
$5.67,"$42,039.00",0,85,0,0,0,0,1,0,0,1,0,0,0,2
$0.61,$99.00,0,74,0,0,1,0,0,1,1,0,0,1,1,2
$0.54,$88.00,0,84,1,0,1,0,0,1,0,0,0,1,1,1
$1.20,"$23,000.00",0,30,0,0,0,0,1,0,1,1,0,0,0,5
$0.56,"$10,000.00",0,87,1,0,0,0,1,0,0,1,0,0,0,4
$0.07,$9.35,0,66,1,0,0,0,1,1,1,0,0,1,1,9
$0.10,$11.87,0,73,1,0,0,0,0,1,1,0,0,1,1,5
$1.74,"$10,000.00",0,72,1,0,1,0,0,1,1,0,0,1,1,5
$4.11,"$1,338.97",1,32,0,1,0,0,0,0,1,1,0,0,0,9
$0.79,$608.02,1,28,1,1,0,0,1,1,1,1,0,1,1,10
$1.09,"$1,060.30",1,40,0,1,0,0,0,0,0,1,0,0,0,10
$0.35,$6.21,1,44,0,1,0,0,0,0,1,1,0,0,0,8
$0.94,$212.02,1,36,1,1,0,0,0,0,1,1,0,0,0,7
$7.75,"$1,122.06",1,41,1,1,0,0,1,0,0,1,0,0,0,7
$0.61,"$2,127.06",1,44,0,1,0,0,0,1,1,1,0,1,1,7
$1.08,"$1,246.94",1,38,1,1,0,0,0,0,1,1,0,0,0,5
$2.92,"$3,592.10",1,44,1,1,1,1,1,1,1,1,1,1,1,7
$3.39,"$4,147.37",1,46,1,1,1,1,0,1,0,1,1,1,1,14
$4.47,"$1,732.52",1,64,1,1,0,1,1,1,0,1,1,1,1,6
$2.36,"$6,146.88",1,48,1,1,0,1,1,0,1,1,1,0,0,7
$1.80,$14.68,1,49,1,1,1,0,1,0,1,1,0,0,0,4
$1.63,"$1,647.00",1,49,0,1,0,0,0,0,1,1,0,0,0,10
$5.48,"$2,240.78",1,48,1,1,0,0,0,0,1,1,0,0,0,7
$1.16,"$1,759.79",1,48,1,1,0,1,0,0,1,1,1,0,0,7
$3.77,$587.39,1,63,1,1,0,0,1,0,1,1,0,0,0,6
$0.38,$59.23,1,58,1,1,0,0,0,1,1,1,0,1,1,10
$0.40,$100.78,1,56,1,1,1,0,0,0,0,1,0,0,0,10
$8.35,$866.97,1,53,1,1,1,0,0,0,0,1,0,0,0,8
$4.28,$360.00,1,23,1,1,0,0,0,0,1,1,0,0,0,5
$1.94,"$1,532.27",1,39,0,1,0,0,0,0,0,1,0,0,0,9
$1.20,"$1,726.22",1,40,1,1,0,0,0,0,1,1,0,0,0,8
$12.45,"$6,504.25",1,54,0,1,0,0,0,0,0,1,0,0,0,7
$2.60,"$3,629.02",1,51,1,1,1,1,1,1,1,1,1,1,1,6
$2.65,"$2,416.81",1,59,1,1,0,0,0,0,0,1,0,0,0,14
$0.16,$19.18,1,40,0,1,0,0,0,0,0,1,0,0,0,8
$0.34,$620.51,1,40,0,1,0,0,0,0,1,1,0,0,0,5
$3.31,$514.17,1,47,1,1,1,0,0,0,1,1,0,0,0,11
$1.96,$963.37,1,27,1,1,0,0,0,1,1,1,0,1,1,9
$0.26,$152.21,1,34,1,1,0,0,1,0,1,1,0,0,0,10
$1.98,"$2,857.00",1,31,1,1,1,1,0,0,0,1,1,0,0,11
$1.73,"$1,070.65",1,42,0,1,0,0,0,0,0,1,0,0,0,10
$1.98,"$1,682.90",1,43,1,1,0,0,0,0,1,1,0,0,0,9
$1.56,$466.04,1,44,0,1,1,0,0,0,1,1,0,0,0,9
$4.03,"$4,490.23",1,42,1,1,0,1,1,1,1,1,1,1,1,6
$4.02,"$2,338.22",1,43,1,1,0,0,0,0,1,1,0,0,0,8
$13.69,"$3,268.03",1,44,1,1,0,0,0,0,0,1,0,0,0,11
$0.05,$30.56,1,36,0,1,1,0,0,0,0,1,0,0,0,0
$12.05,$271.23,1,48,0,1,0,0,0,1,1,1,0,1,1,8
$1.00,$8.22,1,47,0,1,0,0,0,0,0,1,0,0,0,8
$0.26,$29.54,1,55,0,1,0,0,0,0,1,1,0,0,0,8
$2.05,"$1,172.03",1,48,0,1,0,0,0,0,1,1,0,0,0,8
$0.67,$140.45,1,53,1,1,0,0,1,0,0,1,0,0,0,14
$2.60,"$1,379.62",1,57,1,1,0,1,0,0,0,1,1,0,0,10
$0.35,$3.63,1,58,1,1,1,0,0,0,1,1,0,0,0,14
$1.87,$219.04,1,59,1,1,0,0,0,0,1,1,0,0,0,6
$2.58,$154.16,1,63,1,1,0,0,1,0,1,1,0,0,0,15
$7.60,"$14,732.75",1,46,1,1,0,1,0,1,1,1,1,1,1,6
$2.33,"$1,415.05",1,26,1,1,1,0,1,0,1,1,0,0,0,8
$3.06,$934.77,1,30,1,1,0,0,0,0,1,1,0,0,0,2
$0.94,"$1,208.32",1,34,1,1,0,0,0,0,1,1,0,0,0,1
$1.60,$259.73,1,38,1,1,0,0,0,0,1,1,0,0,0,2
$0.76,$13.25,1,44,1,1,0,0,0,0,0,1,0,0,0,10
$0.75,$11.23,1,45,1,1,0,0,1,0,0,1,0,0,0,7
$2.70,"$1,210.04",1,43,1,1,0,0,1,0,0,1,0,0,0,7
$2.09,"$2,762.19",1,37,1,1,0,1,1,0,0,1,1,0,0,4
$1.64,"$1,490.15",1,42,1,1,1,1,0,0,0,1,1,0,0,2
$0.47,$33.67,1,42,1,1,0,0,0,1,0,1,0,1,1,4
$0.81,$554.00,1,40,1,1,0,0,0,0,1,1,0,0,0,15
$0.89,"$1,372.14",1,37,1,1,0,0,0,0,1,1,0,0,0,5
$5.22,"$7,450.49",1,38,1,1,0,1,1,0,0,1,1,0,0,11
$16.63,"$1,006.65",1,36,1,1,0,0,0,1,1,1,0,1,1,7
$0.83,$17.52,1,54,1,1,1,0,0,0,1,1,0,0,0,6
$0.68,$406.46,1,51,0,1,0,0,0,0,0,1,0,0,0,8
$5.78,$656.70,1,48,0,1,0,0,0,0,1,1,0,0,0,4
$2.62,$390.76,1,56,0,1,0,0,0,0,0,1,0,0,0,8
$4.13,"$4,070.69",1,48,1,1,0,1,0,0,1,1,1,0,0,4
$0.58,$8.92,1,50,0,1,0,0,1,0,0,1,0,0,0,10
$5.41,"$2,399.50",1,52,1,1,0,0,0,0,1,1,0,0,0,5
$9.54,"$2,144.74",1,48,1,1,0,1,0,1,0,1,1,1,1,7
$0.54,$36.01,1,60,1,1,0,0,1,0,0,1,0,0,0,12
$0.08,$12.45,1,58,1,1,0,0,0,0,1,1,0,0,0,7
$0.98,$744.61,1,53,1,1,0,0,0,0,1,1,0,0,0,6
$1.73,$298.29,1,46,1,1,0,0,0,0,0,1,0,0,0,7
$5.24,"$2,163.30",1,48,1,1,0,1,0,1,1,1,1,1,1,7
$0.64,$94.03,1,47,1,1,1,0,0,1,1,1,0,1,1,13
$4.95,"$32,358.90",1,34,1,1,0,1,0,1,1,1,1,1,1,8
$7.35,"$4,411.76",1,33,1,1,0,0,0,0,0,1,0,0,0,11
$3.05,"$4,199.06",1,44,0,1,0,0,0,0,0,1,0,0,0,8
$1.10,$67.04,1,38,0,1,0,0,0,0,0,1,0,0,0,7
$0.53,$397.98,1,43,1,1,0,0,1,0,1,1,0,0,0,7
$1.20,$988.21,1,64,0,1,0,0,0,0,0,1,0,0,0,8
$0.17,$34.61,1,50,0,1,0,0,0,0,1,1,0,0,0,8
$6.33,"$6,975.38",1,57,0,1,0,0,0,0,1,1,0,0,0,10
$1.35,"$1,086.97",1,54,0,1,0,0,0,0,1,1,0,0,0,7
$2.35,"$2,064.51",1,57,0,1,0,0,0,0,1,1,0,0,0,7
$5.00,"$1,582.23",1,49,1,1,0,0,0,0,1,1,0,0,0,2
$0.34,$8.14,1,47,1,1,0,0,0,0,1,1,0,0,0,7
$1.27,"$2,206.23",1,47,1,1,0,0,0,1,1,1,0,1,1,11
$9.35,"$7,995.00",1,56,1,1,1,1,1,1,0,1,1,1,1,11
$5.92,"$2,321.84",1,37,1,1,0,1,0,1,1,1,1,1,1,4
$0.96,$54.25,1,45,1,1,1,0,1,1,0,1,0,1,1,16
$3.12,"$1,400.80",1,53,0,1,0,0,0,0,1,1,0,0,0,6
$2.12,"$3,184.81",1,39,0,1,0,0,0,0,0,1,0,0,0,9
$0.63,"$3,730.69",1,37,1,1,0,1,1,0,0,1,1,0,0,13
$1.55,"$1,446.28",1,50,0,1,0,0,0,0,0,1,0,0,0,8
$3.67,"$1,820.57",1,55,0,1,0,0,0,0,0,1,0,0,0,6
$1.43,$122.45,1,37,0,1,0,0,0,0,0,1,0,0,0,7
$1.58,$381.68,1,39,1,1,0,0,0,0,1,1,0,0,0,15
$0.20,$84.22,1,44,1,1,0,0,1,1,1,1,0,1,1,8
$0.26,$27.59,1,42,1,1,1,0,1,0,0,1,0,0,0,15
$2.06,$602.41,1,41,1,1,0,0,0,1,1,1,0,1,1,3
$3.61,"$5,800.02",1,44,0,1,0,0,0,1,1,1,0,1,1,10
$2.43,"$6,861.00",1,42,1,1,0,1,0,1,1,1,1,1,1,9
$8.26,"$6,588.40",1,52,0,1,0,0,0,0,0,1,0,0,0,7
$7.08,"$4,718.11",1,46,0,1,0,0,0,0,1,1,0,0,0,7
$0.50,$229.53,1,55,0,1,0,0,0,0,1,1,0,0,0,10
$0.46,$20.64,1,47,0,1,0,0,0,0,1,1,0,0,0,8
$0.21,$14.78,1,60,1,1,0,0,0,0,1,1,0,0,0,9
$1.20,$31.79,1,52,1,1,0,0,1,0,0,1,0,0,0,0
$1.48,"$4,475.97",1,51,1,1,0,0,0,1,1,1,0,1,1,5
$0.20,$170.88,1,57,1,1,0,0,1,1,1,1,0,1,1,14
$1.05,$10.05,1,67,0,1,0,0,0,0,1,1,0,0,0,8
$5.15,"$4,067.58",1,30,1,1,0,1,0,0,1,1,1,0,0,7
$0.95,$226.31,1,32,1,1,0,0,0,1,0,1,0,1,1,13
$2.34,$777.93,1,27,1,1,0,1,1,0,1,1,1,0,0,6
$0.41,$90.06,1,42,0,1,0,0,0,0,0,1,0,0,0,5
$1.02,$634.84,1,41,1,1,0,0,0,0,0,1,0,0,0,1
$5.83,"$1,369.95",1,39,1,1,0,0,0,1,1,1,0,1,1,8
$3.98,"$3,538.79",1,40,1,1,0,1,1,0,0,1,1,0,0,8
$1.78,"$2,886.76",1,42,1,1,1,1,1,0,1,1,1,0,0,6
$0.25,$17.16,1,38,0,1,0,0,1,1,1,1,0,1,1,13
$2.86,"$1,980.79",1,36,0,1,1,0,1,0,0,1,0,0,0,8
$1.96,"$1,630.58",1,36,1,1,0,0,1,0,0,1,0,0,0,9
$2.43,"$1,814.19",1,48,0,1,0,0,0,0,1,1,0,0,0,7
$0.46,$56.81,1,64,0,1,0,0,0,0,0,1,0,0,0,7
$15.31,"$15,657.25",1,55,0,1,0,0,0,0,1,1,0,0,0,6
$5.60,"$9,982.27",1,46,1,1,1,1,0,1,0,1,1,1,1,12
$1.13,$33.96,1,47,0,1,0,0,0,0,1,1,0,0,0,1
$2.72,"$8,080.63",1,51,1,1,0,0,0,1,1,1,0,1,1,13
$1.81,$320.56,1,62,1,1,1,0,0,1,1,1,0,1,1,13
$1.38,"$1,094.41",1,55,1,1,0,0,1,0,0,1,0,0,0,9
$16.36,"$1,794.62",1,59,1,1,0,0,0,0,0,1,0,0,0,3
$2.74,$815.23,1,47,1,1,0,0,0,1,0,1,0,1,1,11
$9.28,"$1,184.31",1,46,1,1,0,0,0,0,1,1,0,0,0,8
$3.74,"$4,086.38",1,51,1,1,0,1,0,1,1,1,1,1,1,6
$4.55,"$2,838.80",1,48,1,1,1,1,0,0,1,1,1,0,0,8
$4.26,$900.19,1,66,0,1,0,0,0,0,1,1,0,0,0,7
$0.30,$291.70,1,65,1,1,0,0,0,0,0,1,0,0,0,6
$1.13,$406.55,1,57,0,1,0,0,0,0,1,1,0,0,0,10
$0.18,$8.65,1,70,1,1,1,0,1,0,0,1,0,0,0,14
$8.82,"$1,131.66",1,66,0,1,0,1,0,1,1,1,1,1,1,8
$0.32,$12.07,1,80,1,1,1,0,0,0,1,1,0,0,0,7
$0.82,$24.64,1,72,1,1,0,0,0,0,0,1,0,0,0,6
$0.26,$3.99,1,69,1,1,0,0,0,0,1,1,0,0,0,16
$8.12,$436.60,1,64,0,1,0,0,0,0,1,1,0,0,0,8
$0.43,$3.27,1,61,0,1,0,0,0,0,1,1,0,0,0,10
$0.17,$12.22,1,66,0,1,0,0,0,0,0,1,0,0,0,3
$1.98,"$1,974.90",1,50,0,1,0,0,0,0,1,1,0,0,0,8
$1.93,"$1,566.76",1,61,1,1,0,0,1,0,1,1,0,0,0,9
$3.05,"$2,384.26",1,52,1,1,0,1,0,1,0,1,1,1,1,10
$3.66,$27.48,1,51,1,1,0,0,0,0,0,1,0,0,0,8
$0.13,$6.08,1,83,0,1,0,0,0,0,0,1,0,0,0,6
$1.64,"$7,507.08",0,82,0,0,0,0,1,1,1,1,0,1,1,3
$0.37,$9.62,1,71,1,1,0,0,0,0,1,1,0,0,0,14
$5.57,"$6,166.64",1,35,1,1,0,1,0,0,1,1,1,0,0,10
$3.75,"$18,271.18",1,31,0,1,0,0,0,0,0,1,0,0,0,7
$2.40,$556.12,1,45,1,1,0,0,1,0,1,1,0,0,0,4
$0.20,$2.64,1,41,0,1,0,0,0,0,1,1,0,0,0,7
$2.41,$476.55,1,50,0,1,0,0,0,0,1,1,0,0,0,6
$0.74,$228.75,1,45,1,1,0,0,0,0,0,1,0,0,0,13
$0.08,$5.40,1,62,1,1,0,0,1,0,0,1,0,0,0,7
$0.36,$14.15,1,35,0,1,0,0,0,0,0,1,0,0,0,8
$1.82,$11.40,1,28,0,1,0,0,0,0,1,1,0,0,0,0
$0.25,$457.56,1,29,1,1,0,0,0,1,1,1,0,1,1,11
$1.30,$386.62,1,27,1,1,1,0,0,0,1,1,0,0,0,8
$36.54,"$2,126.00",1,35,1,1,0,0,1,0,0,1,0,0,0,15
$3.91,"$1,694.05",1,33,1,1,0,0,0,0,0,1,0,0,0,6
$5.26,"$2,020.87",1,29,1,1,1,0,0,0,0,1,0,0,0,9
$0.49,$254.85,1,32,1,1,0,0,1,0,1,1,0,0,0,6
$0.17,"$3,478.80",1,33,1,1,1,1,1,0,1,1,1,0,0,10
$0.55,$23.53,1,35,1,1,0,0,0,0,0,1,0,0,0,1
$8.11,$736.27,1,30,1,1,0,0,0,0,0,1,0,0,0,2
$4.06,"$2,575.02",1,29,1,1,0,1,0,1,1,1,1,1,1,5
$2.72,$61.71,1,26,1,1,1,0,0,1,0,1,0,1,1,4
$1.50,"$1,598.78",1,41,0,1,0,0,0,0,1,1,0,0,0,9
$3.36,$416.39,1,38,0,1,0,0,0,0,0,1,0,0,0,8
$0.86,$978.71,1,36,0,1,0,0,0,0,0,1,0,0,0,3
$0.47,$66.40,1,43,0,1,0,0,0,0,1,1,0,0,0,8
$3.92,$914.57,1,41,0,1,0,0,0,0,1,1,0,0,0,6
$3.97,"$3,380.52",1,39,0,1,0,0,0,0,0,1,0,0,0,7
$3.40,"$1,434.15",1,40,0,1,0,0,0,0,0,1,0,0,0,8
$6.33,"$1,446.39",1,37,0,1,0,0,0,0,1,1,0,0,0,8
$0.19,$6.22,1,41,0,1,0,0,1,0,0,1,0,0,0,12
$5.89,"$3,591.21",1,41,1,1,0,0,0,0,1,1,0,0,0,4
$2.04,$880.56,1,39,1,1,0,0,1,0,0,1,0,0,0,16
$1.62,$933.35,1,44,1,1,1,0,0,0,0,1,0,0,0,16
$0.57,$48.67,1,42,1,1,1,0,0,0,1,1,0,0,0,4
$0.75,$212.53,1,39,1,1,0,0,0,1,1,1,0,1,1,10
$2.67,$605.20,1,40,1,1,0,0,0,1,0,1,0,1,1,1
$1.45,$362.34,1,42,1,1,1,0,0,0,0,1,0,0,0,13
$0.79,$304.01,1,37,0,1,0,0,0,0,1,1,0,0,0,7
$1.70,$47.48,1,36,1,1,1,0,0,0,1,1,0,0,0,10
$7.26,"$1,381.00",1,60,0,1,0,0,0,0,0,1,0,0,0,14
$1.27,"$1,470.48",1,49,0,1,0,0,0,0,0,1,0,0,0,8
$0.11,$12.13,1,58,0,1,0,0,0,0,1,1,0,0,0,6
$0.47,$33.16,1,65,0,1,0,0,0,0,0,1,0,0,0,8
$1.69,"$2,520.06",1,55,0,1,0,0,0,1,0,1,0,1,1,10
$0.77,$46.05,1,49,0,1,1,0,0,1,1,1,0,1,1,4
$0.82,$7.98,1,62,1,1,1,0,0,0,0,1,0,0,0,8
$0.14,$7.92,1,49,0,1,0,0,0,0,0,1,0,0,0,5
$2.34,$17.16,1,58,0,1,0,0,0,0,1,1,0,0,0,6
$4.40,"$3,980.47",1,64,0,1,0,0,0,0,0,1,0,0,0,8
$0.76,$775.12,1,56,0,1,0,0,0,0,1,1,0,0,0,7
$0.06,$9.76,1,55,0,1,0,0,1,0,1,1,0,0,0,9
$1.55,$24.82,1,57,1,1,0,0,0,0,0,1,0,0,0,14
$2.15,"$20,090.12",1,50,1,1,0,1,0,1,1,1,1,1,1,14
$3.93,$374.53,1,62,1,1,0,0,1,0,0,1,0,0,0,16
$0.17,$17.22,1,55,1,1,0,0,1,0,1,1,0,0,0,4
$0.09,$50.44,1,48,1,1,0,0,1,1,1,1,0,1,1,14
$4.23,"$2,354.23",1,58,1,1,0,0,1,0,0,1,0,0,0,12
$7.05,"$9,785.55",1,61,1,1,1,0,1,1,1,1,0,1,1,13
$0.27,$14.07,1,60,0,1,0,0,0,0,0,1,0,0,0,14
$1.11,$292.38,1,52,1,1,1,0,1,1,1,1,0,1,1,8
$1.90,$289.46,1,54,1,1,0,0,0,0,1,1,0,0,0,15
$0.19,$110.71,1,57,1,1,1,0,0,1,1,1,0,1,1,10
$0.46,$5.32,1,54,1,1,0,0,0,0,1,1,0,0,0,7
$0.26,$3.59,1,46,1,1,0,0,1,0,0,1,0,0,0,8
$0.83,$12.65,1,51,1,1,0,0,0,0,1,1,0,0,0,12
$0.23,$8.45,1,59,1,1,0,0,0,0,1,1,0,0,0,5
$6.77,"$2,634.00",1,64,1,1,1,0,0,0,1,1,0,0,0,6
$0.29,$9.51,1,51,0,1,0,0,0,0,0,1,0,0,0,5
$1.85,$462.29,1,62,1,1,0,0,0,0,0,1,0,0,0,11
$3.53,"$3,766.38",1,52,1,1,0,1,0,0,1,1,1,0,0,9
$5.52,"$1,767.26",1,49,0,1,0,0,0,0,1,1,0,0,0,4
$0.74,"$2,872.95",1,55,1,1,0,1,0,1,1,1,1,1,1,7
$1.97,"$2,120.32",1,54,1,1,1,0,0,1,1,1,0,1,1,13
$4.33,$882.14,1,53,1,1,1,0,0,1,1,1,0,1,1,12
$2.79,$344.22,1,59,1,1,0,0,0,0,1,1,0,0,0,13
$2.13,"$1,567.98",1,48,1,1,1,0,0,0,1,1,0,0,0,15
$4.24,"$2,161.54",1,55,1,1,1,0,0,0,0,1,0,0,0,12
$0.75,$11.77,1,65,1,1,0,0,0,0,1,1,0,0,0,9
$2.07,"$2,130.17",1,46,1,1,0,0,1,1,0,1,0,1,1,14
$3.55,"$3,819.12",1,52,1,1,1,1,0,0,1,1,1,0,0,7
$0.20,$13.21,1,60,1,1,0,0,0,0,0,1,0,0,0,14
$1.94,"$3,012.61",1,50,1,1,1,1,0,0,0,1,1,0,0,15
$0.94,"$9,401.21",1,56,1,1,1,1,0,0,1,1,1,0,0,9
$2.01,$314.34,1,52,0,1,0,0,0,0,1,1,0,0,0,9
$0.21,$70.79,1,63,1,1,0,0,0,0,0,1,0,0,0,16
$2.69,$138.36,1,47,1,1,1,0,0,0,1,1,0,0,0,16
$11.23,"$11,020.57",1,31,1,1,0,1,0,0,0,1,1,0,0,10
$10.53,"$4,166.45",1,34,1,1,0,0,0,0,0,1,0,0,0,9
$2.36,"$1,262.69",1,30,1,1,1,0,0,1,1,1,0,1,1,4
$1.03,$29.20,1,33,0,1,1,0,0,0,0,1,0,0,0,8
$1.04,$464.26,1,31,1,1,1,0,1,0,0,1,0,0,0,5
$0.41,$540.27,1,41,0,1,0,0,0,0,1,1,0,0,0,6
$2.50,"$1,072.47",1,43,0,1,0,0,0,0,0,1,0,0,0,6
$0.72,$452.79,1,41,0,1,0,0,0,0,0,1,0,0,0,4
$1.16,$182.91,1,39,1,1,0,0,0,0,1,1,0,0,0,7
$0.44,$12.75,1,37,1,1,0,0,0,0,1,1,0,0,0,8
$1.40,$396.52,1,37,0,1,0,0,1,0,0,1,0,0,0,6
$0.75,$11.38,1,45,1,1,1,0,1,0,0,1,0,0,0,14
$1.73,$354.20,1,40,1,1,0,0,0,0,0,1,0,0,0,14
$4.22,"$15,767.44",1,45,1,1,0,1,0,1,1,1,1,1,1,5
$0.36,$466.33,1,49,0,1,0,0,0,0,0,1,0,0,0,8
$3.67,"$2,266.90",1,49,0,1,0,0,0,0,1,1,0,0,0,7
$2.08,$488.55,1,61,1,1,1,0,1,0,0,1,0,0,0,15
$1.66,$632.22,1,64,1,1,1,0,0,0,1,1,0,0,0,14
$0.19,$13.17,1,63,0,1,0,0,0,0,1,1,0,0,0,12
$0.08,$11.71,1,65,1,1,0,0,1,0,0,1,0,0,0,7
$0.90,$99.08,1,55,1,1,1,0,0,1,1,1,0,1,1,8
$2.88,$177.23,1,58,1,1,1,0,1,1,0,1,0,1,1,8
$0.73,"$1,372.66",1,48,1,1,0,0,0,0,1,1,0,0,0,16
$3.78,"$6,908.43",1,49,1,1,0,1,0,0,0,1,1,0,0,9
$1.33,$302.28,1,53,1,1,1,0,0,0,1,1,0,0,0,16
$1.40,"$4,076.10",1,50,0,1,0,0,0,0,1,1,0,0,0,7
$0.39,"$3,692.24",1,47,1,1,0,1,0,1,1,1,1,1,1,6
$0.78,$10.58,1,58,1,1,1,0,0,0,0,1,0,0,0,16
$1.94,$271.63,1,57,1,1,0,0,1,0,0,1,0,0,0,13
$0.18,$41.71,1,46,1,1,1,0,1,1,1,1,0,1,1,5
$1.10,"$2,262.96",1,50,1,1,0,1,0,0,1,1,1,0,0,13
$33.40,"$12,220.47",1,61,1,1,0,1,0,0,1,1,1,0,0,14
$0.76,"$25,000.00",0,55,1,0,1,0,0,1,0,0,0,1,1,3
$3.65,"$6,212.06",1,54,1,1,1,0,0,1,1,1,0,1,1,10
$3.50,"$9,882.74",1,25,1,1,1,1,0,1,1,1,1,1,1,8
$1.31,$223.53,1,28,1,1,0,0,0,0,0,1,0,0,0,9
$12.59,"$2,956.58",1,27,0,1,0,0,1,0,0,1,0,0,0,8
$1.00,"$1,440.67",1,29,0,1,1,0,0,0,1,1,0,0,0,6
$2.25,"$4,941.32",1,30,1,1,0,0,0,0,1,1,0,0,0,9
$0.75,$10.35,1,42,0,1,0,0,0,0,0,1,0,0,0,6
$0.40,$6.91,1,42,1,1,0,0,0,0,1,1,0,0,0,6
$5.29,"$1,436.65",1,45,0,1,1,0,0,0,0,1,0,0,0,16
$2.24,$894.70,1,42,1,1,0,0,1,1,0,1,0,1,1,5
$0.36,$87.67,1,49,0,1,0,0,0,0,0,1,0,0,0,5
$0.44,$9.92,1,59,0,1,0,0,0,0,0,1,0,0,0,5
$0.11,$17.54,1,49,0,1,0,0,0,0,0,1,0,0,0,8
$2.28,$943.28,1,60,1,1,1,0,1,1,1,1,0,1,1,11
$0.36,$211.89,1,65,1,1,1,0,0,0,1,1,0,0,0,14
$0.33,"$2,014.14",1,58,1,1,0,0,0,1,1,1,0,1,1,10
$4.75,$976.85,1,46,1,1,1,0,0,1,1,1,0,1,1,8
$1.20,"$1,932.59",1,51,1,1,1,0,1,0,0,1,0,0,0,7
$0.62,$36.62,1,65,1,1,0,0,0,0,0,1,0,0,0,8
$0.10,$9.11,1,46,1,1,0,0,0,0,1,1,0,0,0,7
$6.94,"$1,685.82",1,53,1,1,1,0,0,0,0,1,0,0,0,2
$4.31,"$1,376.88",1,59,1,1,1,1,0,0,0,1,1,0,0,10
$1.60,"$6,631.00",1,58,1,1,0,1,0,1,1,1,1,1,1,4
$0.30,$18.89,1,47,1,1,0,0,1,0,0,1,0,0,0,12
$7.15,"$2,534.17",1,53,1,1,0,0,1,0,1,1,0,0,0,14
$0.89,$26.35,1,46,1,1,0,0,0,0,0,1,0,0,0,3
$1.01,$20.48,1,72,0,1,0,0,0,0,1,1,0,0,0,10
$0.15,$11.01,1,73,0,1,0,0,0,0,1,1,0,0,0,8
