current_age,retirement_age,birth_month,gender,yearly_income,total_debt,credit_score,Credit_limit,Debit_limit,Debit (Prepaid)_limit,Credit_expires,Debit_expires,Debit (Prepaid)_expires,has_chip,num_credit_cards,Automotive & Transportation Services,Clothing & Fashion,Digital Goods & Computers,Electronics & Appliances,Freight & Trucking,Hotels & Accommodation,Legal & Financial Services,Machinery & Tools,Medical & Healthcare Services,Movies & Theaters,Postal Services - Government Only,Rail & Bus Transport,Restaurants & Eating Places,Retail Stores,Sports & Recreational Activities,Steel & Metal Products,Telecommunications & Media,Utilities & Home Services,Label_Rewards_Credit_Card,Label_Insurance_Solutions,Label_Digital_Financing,Label_Home_Improvement_Loan,Label_Auto_Vehicle_Financing,Label_Commodity_Investment_Services,Label_Travel_Rewards_Card,Label_Savings_Investment_Plans,Label_Wealth_Management_Savings,Label_Card_Upgrade,Label_Retention_Efforts
46.0,66.0,8.0,1.0,47395.0,41381.0,755.0,19000.0,29391.0,0.0,2023.0,2024.0,0.0,1.0,2.0,3242.79,1189.96,113.62,502.38,17.63,1128.58,1275.18,303.79,2522.36,251.66,0.0,6016.82,1468.35,4618.65,94.82,172.03,4615.04,6387.39,1,2,2,3,2,0,2,1,1,2,2
56.0,70.0,5.0,1.0,28476.0,0.0,693.0,6900.0,19876.0,0.0,2020.0,2020.0,0.0,1.0,3.0,1278.69,806.12,0.0,57.98,166.01,0.0,154.64,400.6,1864.06,279.45,30.5,264.15,158.41,3762.26,22.57,64.45,2980.57,3033.18,1,0,0,0,0,1,1,3,0,0,0
38.0,71.0,1.0,1.0,46160.0,87459.0,763.0,11700.0,57143.0,0.0,2022.0,2024.0,0.0,1.0,4.0,9550.96,369.27,0.0,133.42,384.71,186.65,1216.11,385.07,2346.57,1989.19,191.5,162.82,425.06,11745.54,304.39,134.04,915.39,747.54,3,3,2,2,3,0,2,1,1,1,1
44.0,64.0,4.0,1.0,44953.0,97076.0,728.0,0.0,9609.0,0.0,0.0,2006.0,0.0,1.0,1.0,3605.47,565.36,91.6,547.71,145.07,269.39,2286.37,1682.89,3882.65,497.87,69.16,638.27,2412.8,8372.22,635.65,899.33,12418.0,3750.27,0,2,2,1,1,0,1,1,1,0,2
21.0,68.0,8.0,1.0,41260.0,80574.0,682.0,0.0,28853.0,0.0,0.0,2023.0,0.0,1.0,2.0,3914.68,782.73,146.57,268.38,94.16,113.4,1475.7,907.9,4691.29,639.81,45.62,301.25,2770.8,8439.42,279.0,456.43,4037.63,2452.84,0,1,1,1,1,0,1,1,0,1,2
58.0,66.0,1.0,1.0,40900.0,64420.0,678.0,0.0,45512.0,0.0,0.0,2020.0,0.0,1.0,3.0,2274.63,311.39,0.0,98.1,0.0,1215.8,571.72,1313.59,2394.35,605.69,0.0,200.15,1073.34,2477.89,6.49,2326.12,7229.43,2568.4,1,1,1,1,1,1,3,2,0,0,0
43.0,75.0,5.0,0.0,29194.0,10895.000000000007,703.0,0.0,22900.0,0.0,0.0,2023.0,0.0,1.0,2.0,1630.72,304.83,0.0,0.0,0.0,377.14,0.0,2317.01,3893.99,1148.73,0.0,307.92,496.56,9848.63,1158.29,343.34,7516.29,2623.76,1,0,1,0,0,2,0,2,0,1,2
54.0,62.0,3.0,0.0,67890.0,112564.0,698.0,17100.0,20765.0,0.0,2021.0,2021.0,0.0,1.0,2.0,5928.41,1065.82,699.47,642.53,315.09,824.54,852.87,1277.05,10287.77,2512.04,41.16,4315.4,6882.69,22680.74,688.13,932.22,10608.74,3704.72,1,2,2,1,2,1,2,1,0,0,1
41.0,68.0,11.0,0.0,28704.0,103891.0,700.0,18100.0,0.0,0.0,2024.0,2.2737367544323206e-13,0.0,1.0,2.0,827.84,294.87,0.0,-237.93,220.38,0.0,913.12,46.62,1185.16,309.83,19.31,357.0,1942.27,1596.61,168.41,-152.53,3758.26,2736.49,0,1,0,0,0,0,0,0,0,2,3
74.0,66.0,5.0,1.0,54013.0,3628.0,779.0,0.0,227284.00000000006,0.0,0.0,2024.0,0.0,0.0,8.0,11242.9,2126.04,0.0,177.28,252.89,0.0,473.5,1402.18,18589.43,2420.77,95.54,124.67,3612.97,37871.62,9381.54,0.0,3041.47,281.57,3,2,2,2,3,1,2,3,1,2,1
18.0,64.0,4.0,1.0,29265.0,37375.0,647.0,0.0,0.0,28.0,0.0,2.2737367544323206e-13,2020.0,1.0,1.0,2153.63,910.28,80.85,209.5,137.98,88.84,356.02,1100.34,2649.75,744.78,54.87,257.13,3122.48,6909.49,328.47,740.05,1835.24,1949.27,0,0,0,0,0,0,0,1,0,0,2
18.0,70.0,1.0,0.0,47501.0,81625.0,735.0,3600.0,22234.0,0.0,2023.0,2020.0,0.0,1.0,2.0,3901.78,750.98,134.7,195.04,84.29,124.12,827.0,1516.68,4348.62,1478.34,24.91,944.31,2090.26,11869.69,587.0,449.16,3750.08,2472.77,1,2,1,1,1,0,1,1,0,1,2
48.0,75.0,1.0,0.0,40392.0,52417.0,645.0,5800.0,0.0,0.0,2017.0,2.2737367544323206e-13,0.0,1.0,1.0,2591.91,1122.96,279.3,376.23,77.54,439.17,1702.36,1605.88,3682.14,817.25,0.0,2114.32,1554.15,9452.53,458.6,721.36,4587.58,3383.9,0,0,1,0,0,0,0,0,0,0,2
31.0,68.0,3.0,1.0,58538.0,93153.0,610.0,0.0,0.0,77.0,0.0,2.2737367544323206e-13,2020.0,1.0,1.0,2091.79,417.98,103.2,155.67,119.6,6.88,20.71,789.12,2112.39,607.39,53.62,3791.93,2621.34,6251.04,303.02,305.66,1156.37,1571.91,0,1,1,1,1,1,1,1,0,0,2
20.0,60.0,11.0,0.0,41403.0,206131.0,776.0,0.0,2070.0,0.0,0.0,2020.0,0.0,1.0,1.0,4301.0,3152.7,48.56,127.44,456.41,627.8,1266.49,666.83,5341.68,866.3,373.27,1073.29,1949.69,11725.44,480.14,858.52,5753.63,4341.61,2,2,2,3,2,0,1,1,1,0,2
37.0,68.0,6.0,1.0,59375.0,0.0,729.0,0.0,54798.0,0.0,0.0,2024.0,0.0,0.0,2.0,5486.64,1135.68,226.03,184.3,198.16,602.48,1215.43,1713.3,9743.06,1949.93,154.98,3397.56,4306.56,21910.77,3261.28,1221.83,4389.47,3135.61,1,3,2,1,2,3,1,2,1,2,2
59.0,66.0,12.0,0.0,32347.0,82667.0,784.0,24000.0,64500.0,0.0,2023.0,2022.0,0.0,1.0,7.0,4433.73,522.33,160.03,98.4,314.71,1270.84,1082.21,643.18,2693.02,467.89,9.87,2488.78,562.1,7349.04,354.78,449.97,1341.73,92.03,2,1,1,1,1,0,2,2,1,2,1
63.0,62.0,4.0,0.0,56102.0,59198.0,850.0,36200.0,0.0,0.0,2021.0,2.2737367544323206e-13,0.0,1.0,1.0,2181.0,744.6,215.56,395.86,25.65,520.54,437.36,878.09,2569.26,357.53,32.89,2520.42,1797.54,6308.46,4246.4,891.15,5998.04,2979.34,2,1,3,2,2,0,1,1,1,1,2
22.0,65.0,1.0,1.0,25024.0,29227.0,691.0,5000.0,9146.0,0.0,2020.0,2024.0,0.0,1.0,2.0,5944.3,840.89,183.39,320.91,5.47,290.04,1554.61,666.69,3673.46,382.69,12.12,8183.54,1214.42,8017.08,92.03,482.16,7311.36,2801.5,0,0,1,0,1,0,1,1,0,1,3
34.0,73.0,12.0,1.0,69270.0,97114.0,540.0,0.0,21652.0,0.0,0.0,2022.0,0.0,1.0,1.0,3903.31,838.54,152.17,374.44,0.0,1376.33,3994.8,383.7,5350.3,1919.73,32.32,2697.05,961.77,9004.67,414.6,1207.29,4006.21,3827.93,1,2,1,1,1,2,2,1,1,1,2
67.0,69.0,2.0,1.0,34172.0,71366.0,811.0,24600.0,14552.000000000004,0.0,2024.0,2024.0,0.0,1.0,6.0,4635.12,1210.63,48.93,354.96,101.7,575.05,1462.42,2874.82,4073.55,1088.04,117.99,965.34,27819.19,12811.04,1246.81,967.84,1971.36,2075.77,3,1,1,1,1,1,1,1,1,2,1
50.0,69.0,5.0,1.0,43290.0,90238.0,690.0,28400.0,0.0,57.0,2024.0,2.2737367544323206e-13,2021.0,1.0,4.0,2255.12,673.32,259.43,257.41,12.85,783.32,1539.33,491.03,1599.46,748.6,11.1,1127.15,2573.92,4399.21,56.76,197.75,1498.1,4032.87,1,1,2,2,1,0,2,0,0,2,2
32.0,63.0,12.0,0.0,41106.0,106963.0,762.0,12300.0,2055.0,0.0,2021.0,2020.0,0.0,0.0,3.0,2564.52,628.96,58.29,481.89,141.37,892.65,1929.11,1126.61,2615.2,658.81,32.39,4131.74,3974.92,5887.58,428.32,679.24,4162.95,2445.65,2,2,2,2,2,0,3,0,2,1,1
18.0,71.0,1.0,0.0,32014.0,61420.0,728.0,0.0,51336.0,0.0,0.0,2022.0,0.0,0.0,3.0,2437.28,944.71,111.42,270.97,342.57,385.41,246.08,1251.7,2315.9,580.34,295.42,1751.98,1340.84,5730.86,754.86,925.54,5058.3,2626.36,1,2,0,0,0,0,1,1,0,2,1
18.0,67.0,6.0,0.0,41717.0,27174.0,718.0,14800.0,34496.0,70.0,2022.0,2020.0,2024.0,1.0,5.0,3690.42,466.8,68.96,300.95,71.87,875.77,2026.67,777.32,4701.16,966.72,45.52,4706.83,2312.39,11186.87,334.97,662.26,5397.39,2099.64,1,2,1,1,1,0,3,1,1,1,1
47.0,63.0,1.0,0.0,94133.0,189899.0,603.0,0.0,9230.0,0.0,0.0,2020.0,0.0,1.0,1.0,6948.02,1559.74,214.91,751.63,197.09,1132.98,2341.46,1628.76,4667.76,2088.48,28.34,14981.92,4012.11,10135.33,113.39,1131.02,11614.22,3680.51,1,1,2,1,2,2,2,1,1,0,2
28.0,73.0,7.0,0.0,50934.0,54406.0,720.0,12500.0,17447.0,116.0,2023.0,2020.0,2023.0,1.0,3.0,4204.62,941.18,315.2,806.41,16.24,1367.32,8780.36,4286.39,2237.2,316.0,35.92,1509.96,14011.38,12551.16,167.82,2045.87,2075.4,462.87,2,2,2,1,1,1,3,0,1,1,1
80.0,59.0,10.0,0.0,34819.0,2971.0,696.0,10700.0,0.0,0.0,2023.0,2.2737367544323206e-13,0.0,1.0,2.0,3142.98,1217.44,0.0,150.59,14.17,306.85,104.64,374.52,2638.07,1637.5,0.0,4338.98,1194.19,4973.67,1534.39,1518.76,2223.75,3762.99,1,0,0,0,0,2,1,2,0,1,3
49.0,61.0,6.0,0.0,41800.0,67836.0,699.0,26500.0,47640.0,0.0,2018.0,2024.0,0.0,0.0,6.0,2808.32,2230.34,0.0,233.81,66.8,636.48,0.0,2188.19,3347.01,982.27,90.24,1615.16,2514.42,10036.36,756.12,668.0,5528.75,5345.8,2,2,1,2,1,1,2,2,0,3,1
56.0,72.0,6.0,0.0,45416.0,82611.0,713.0,0.0,20022.0,0.0,0.0,2022.0,0.0,1.0,1.0,2726.89,1228.17,83.06,275.1,61.52,502.86,1904.9,866.37,2783.96,708.18,98.51,8998.1,1028.98,5495.1,943.54,788.03,10731.69,3008.61,0,3,2,1,1,0,2,1,1,1,2
37.0,65.0,7.0,1.0,59139.0,128870.0,742.0,26100.0,67161.0,0.0,2023.0,2022.0,0.0,1.0,4.0,3592.37,448.88,0.0,895.96,305.18,0.0,0.0,1748.64,5077.05,2707.27,66.14,526.8,26745.65,7303.45,7760.69,0.0,3404.56,4520.08,2,3,1,2,1,2,2,1,0,2,1
64.0,61.0,4.0,1.0,87317.0,41998.0,773.0,6600.0,0.0,0.0,2023.0,2.2737367544323206e-13,0.0,1.0,1.0,13941.12,574.49,219.15,433.92,195.68,428.78,2501.35,1349.13,2852.68,343.6,14.29,5243.31,2030.72,7853.3,349.44,804.44,17525.61,2347.76,1,1,3,2,3,2,2,2,3,1,3
58.0,71.0,10.0,1.0,119308.0,89328.0,789.0,25500.0,365432.99999999994,0.0,2021.0,2024.0,0.0,0.0,6.0,2460.1,814.15,0.0,201.55,373.01,2475.68,0.0,2863.99,2966.49,753.53,18.26,2191.32,51507.3,11337.17,7673.75,2443.05,13608.59,1255.95,3,2,3,2,2,2,3,2,1,3,1
19.0,66.0,2.0,1.0,56579.0,79726.0,705.0,24600.0,0.0,0.0,2023.0,2.2737367544323206e-13,0.0,1.0,2.0,2864.43,1403.0,189.88,377.03,115.87,377.58,1326.29,1623.08,3742.2,663.54,36.53,2245.42,2352.6,8661.98,653.79,1050.69,4470.28,2581.99,1,1,2,1,1,0,1,0,0,2,3
48.0,66.0,5.0,1.0,39733.0,79302.0,781.0,19300.0,13831.000000000004,0.0,2022.0,2021.0,0.0,1.0,4.0,3812.35,432.32,234.61,138.23,0.0,327.62,3156.42,612.2,8014.5,163.96,0.0,638.28,62.75,6725.05,629.4,395.5,3985.56,2019.97,2,1,2,1,1,0,1,0,2,2,1
63.0,71.0,9.0,1.0,34637.0,12623.0,710.0,0.0,22598.0,166.0,0.0,2023.0,2020.0,0.0,4.0,5137.16,3508.33,0.0,256.37,0.0,0.0,880.87,3245.24,4051.11,1297.72,0.0,309.77,24404.41,16674.2,1318.51,174.74,3954.32,5283.43,2,0,0,1,0,2,1,3,0,2,1
53.0,65.0,12.0,0.0,37119.0,55010.0,718.0,22400.0,24830.0,0.0,2024.0,2024.0,0.0,1.0,5.0,1689.9,374.43,196.99,504.25,246.23,307.48,1564.1,712.16,3458.48,216.65,39.87,571.9,3529.23,5728.4,187.44,0.0,3466.47,5430.42,1,2,1,1,0,0,1,1,0,2,1
29.0,71.0,11.0,0.0,63684.0,96864.0,709.0,28700.0,36639.0,41.0,2022.0,2023.0,2020.0,1.0,5.0,5224.7,1990.57,119.06,65.2,0.0,385.26,3272.22,2645.43,6905.89,2134.89,0.0,71.71,1162.22,22801.8,1331.53,466.85,8265.37,4509.02,2,2,2,2,1,2,2,0,1,2,1
23.0,66.0,9.0,0.0,29376.0,51428.0,629.0,3000.0,0.0,0.0,2020.0,2.2737367544323206e-13,0.0,1.0,1.0,2352.45,1262.97,150.04,319.15,147.57,851.53,777.84,1028.54,3343.46,529.18,34.0,4984.77,2058.12,5923.17,532.45,594.77,4292.88,3089.39,0,0,0,0,0,0,1,0,0,0,2
57.0,66.0,9.0,0.0,26664.0,12241.0,709.0,16400.0,8374.000000000004,80.0,2023.0,2012.0,2017.0,1.0,4.0,1664.08,602.57,39.66,69.09,0.0,236.39,0.0,110.29,1294.0,1169.62,0.0,10157.27,294.84,3306.95,19.27,0.0,3281.65,2220.92,2,0,0,0,0,1,2,2,0,1,2
29.0,66.0,5.0,1.0,126775.0,28869.0,685.0,0.0,135200.0,0.0,0.0,2024.0,0.0,1.0,2.0,28134.01,2770.8,51.17,1250.72,582.83,1204.82,1299.87,1085.51,2185.27,574.48,400.32,699.92,3010.52,10207.43,19435.72,1257.44,11701.66,5933.63,1,2,2,2,2,3,2,2,1,1,2
18.0,71.0,6.0,1.0,29909.0,42832.0,664.0,8400.0,13390.0,0.0,2024.0,2022.0,0.0,1.0,2.0,2475.6,539.37,256.29,382.16,36.23,304.19,495.77,521.44,5025.97,237.4,9.18,365.64,637.44,6775.24,354.35,325.99,3206.88,2533.55,0,0,1,0,0,0,0,1,0,1,2
51.0,65.0,6.0,1.0,37963.0,102716.0,772.0,0.0,80948.0,0.0,0.0,2024.0,0.0,1.0,4.0,3434.13,324.46,0.0,137.5,0.0,416.03,614.69,2123.92,9021.16,3010.59,0.0,3333.19,796.62,15512.13,2550.98,1141.44,22543.61,3193.63,3,1,2,1,1,1,1,2,1,1,1
33.0,67.0,2.0,1.0,33944.0,53353.0,798.0,1100.0,46717.0,0.0,2022.0,2023.0,0.0,1.0,4.0,1227.8,218.87,409.41,26.3,0.0,133.4,531.2,1648.15,2726.29,496.26,0.0,424.25,1553.78,2772.45,0.0,359.52,1232.92,1487.72,2,0,2,1,1,0,1,1,1,1,1
30.0,66.0,12.0,0.0,47110.0,57159.0,804.0,0.0,31908.0,0.0,0.0,2020.0,0.0,1.0,2.0,5440.18,730.21,116.88,263.83,122.38,821.93,1233.54,1085.89,2011.23,724.8,53.79,647.39,2172.54,6542.01,528.82,530.59,11486.02,1782.11,1,1,3,2,3,0,1,1,1,0,1
73.0,64.0,9.0,0.0,37789.0,24575.0,605.0,7100.0,56691.0,0.0,2021.0,2021.0,0.0,0.0,3.0,8563.77,1698.48,98.6,221.04,58.93,1647.47,5210.17,1277.34,2074.91,717.71,25.35,168.84,6509.32,10371.37,91.19,1518.73,10151.29,5917.41,2,0,1,1,1,1,2,2,1,1,0
18.0,65.0,9.0,0.0,33459.0,37753.0,705.0,8100.0,22982.0,0.0,2020.0,2024.0,0.0,1.0,3.0,4653.31,881.53,119.91,209.7,68.26,500.63,548.43,1093.56,7883.46,527.35,8.74,4061.57,1489.68,16785.41,561.21,435.87,3893.1,2348.94,2,1,0,0,0,0,1,1,0,1,1
35.0,67.0,11.0,0.0,102369.0,189558.0,738.0,0.0,0.0,26.0,0.0,2.2737367544323206e-13,2023.0,1.0,2.0,2182.41,423.57,82.46,384.95,62.31,0.0,489.29,1321.5,1452.2,908.86,19.63,2492.54,4524.39,4466.06,1657.82,98.53,1474.17,1328.04,1,2,1,1,1,1,1,1,0,1,3
29.0,66.0,8.0,1.0,53376.0,60953.0,750.0,15200.0,40410.0,0.0,2020.0,2023.0,0.0,1.0,3.0,8232.18,1370.75,187.55,334.29,210.06,1089.19,1217.41,1538.15,2451.04,423.27,106.89,2207.94,3061.54,7492.86,805.6,1034.8,8209.17,3891.01,1,3,2,2,2,0,3,1,0,1,1
76.0,63.0,2.0,1.0,26660.0,28332.0,721.0,18300.0,87762.0,0.0,2022.0,2024.0,0.0,1.0,4.0,5369.88,1295.55,168.97,621.44,0.0,691.99,4047.34,548.38,2135.65,86.99,0.0,934.2,26273.9,6032.98,314.2,1138.03,4452.44,5274.91,2,1,0,1,1,1,1,2,1,2,1
28.0,69.0,1.0,1.0,34262.0,60506.0,846.0,13300.0,9141.0,0.0,2021.0,2022.0,0.0,1.0,2.0,3460.31,1068.99,53.54,0.0,0.0,0.0,409.55,305.45,4532.86,2099.37,0.0,0.0,0.0,7464.96,104.75,0.0,2299.32,438.44,2,0,1,1,1,0,0,0,1,1,3
24.0,70.0,12.0,0.0,41714.0,54541.0,687.0,6500.0,37523.0,0.0,2020.0,2023.0,0.0,1.0,3.0,4388.22,287.69,158.09,417.61,68.71,0.0,76.92,2979.46,5401.23,301.86,0.0,117.03,94.18,5804.18,0.0,5019.27,3620.0,2348.59,1,2,1,1,1,1,2,1,0,1,1
48.0,66.0,12.0,0.0,45422.0,83940.0,689.0,13700.0,19836.0,0.0,2020.0,2020.0,0.0,1.0,4.0,1948.25,2726.54,160.8,413.84,0.0,0.0,0.0,818.39,3020.33,748.41,0.0,1091.64,50.33,5257.57,2049.15,171.53,3331.06,3557.48,2,1,1,1,1,0,2,0,0,0,0
18.0,68.0,1.0,0.0,42142.0,116857.0,713.0,11200.0,16479.0,0.0,2020.0,2021.0,0.0,1.0,2.0,3780.24,751.84,134.7,335.73,110.74,475.01,890.0,1131.54,3876.25,1151.63,40.73,567.98,1807.06,10105.98,478.53,720.2,11004.02,2749.34,1,2,2,1,1,0,1,0,0,0,1
26.0,69.0,4.0,0.0,23987.0,39071.0,630.0,0.0,1077.0,0.0,0.0,2022.0,0.0,1.0,1.0,4291.28,647.38,4.92,119.45,122.73,104.68,1088.42,1295.52,2518.01,684.64,69.15,17675.32,3144.69,5542.33,320.77,519.84,4525.36,3131.72,0,0,0,0,0,0,1,1,0,1,3
41.0,56.0,10.0,0.0,32789.0,47679.0,699.0,9300.0,10946.0,0.0,2014.0,2012.0,0.0,1.0,2.0,3001.29,979.15,93.71,82.64,44.99,749.85,703.37,1120.95,2248.08,653.49,6.41,412.96,3381.64,7060.25,342.08,408.19,2324.04,2179.24,0,0,0,0,0,0,0,1,0,0,1
21.0,69.0,9.0,0.0,29475.0,48741.0,722.0,700.0,0.0,0.0,2020.0,2.2737367544323206e-13,0.0,1.0,1.0,2602.68,1422.72,134.0,310.18,176.41,872.23,660.83,749.0,3471.23,470.61,34.0,4990.76,2128.72,6736.88,516.95,330.8,3620.01,2902.32,1,1,0,0,0,0,1,0,0,0,2
24.0,70.0,2.0,0.0,58893.0,113715.0,666.0,0.0,36000.0,0.0,0.0,2024.0,0.0,1.0,3.0,4090.98,1337.82,171.42,680.64,108.67,618.73,2884.34,1166.8,4543.56,616.8,50.9,11622.69,2288.1,11000.82,891.44,961.74,4321.54,4333.67,1,1,1,2,1,1,3,1,1,1,1
42.0,66.0,11.0,1.0,44681.0,42011.0,770.0,15600.0,25942.0,0.0,2022.0,2023.0,0.0,0.0,3.0,2007.53,424.03,142.82,614.37,2464.52,2569.94,0.0,1219.37,3484.68,54.97,2711.15,749.62,1903.57,6461.13,122.21,309.15,11997.96,1846.62,2,2,3,2,2,0,3,1,1,2,1
20.0,66.0,10.0,0.0,40572.0,0.0,732.0,23400.0,49775.0,0.0,2023.0,2023.0,0.0,0.0,5.0,2704.28,460.74,74.13,410.48,81.37,662.74,964.0,1557.91,3728.78,1574.84,69.61,2740.06,2406.26,9327.58,910.2,442.93,2762.0,2833.0,2,1,0,0,0,1,1,2,0,3,1
35.0,69.0,5.0,1.0,50177.0,101323.0,681.0,35200.0,2508.0,0.0,2022.0,2021.0,0.0,0.0,4.0,9679.46,1908.13,0.0,1300.34,447.14,429.97,0.0,2413.54,2452.35,2967.46,0.0,3442.79,2385.59,12449.09,303.97,828.43,5190.13,3559.97,2,2,1,1,2,1,2,0,0,3,2
55.0,68.0,5.0,1.0,25051.0,19465.0,734.0,8300.0,32283.0,0.0,2024.0,2024.0,0.0,1.0,4.0,4362.89,64.31,100.08,305.59,15.19,0.0,0.0,615.01,5489.47,668.26,3.84,223.36,4738.48,14073.37,303.76,0.0,2320.0,1597.64,2,2,0,0,0,0,1,2,0,1,1
59.0,65.0,9.0,1.0,48867.0,92873.0,644.0,10900.0,36271.0,0.0,2020.0,2007.0,0.0,1.0,2.0,3734.7,986.47,154.39,147.12,143.98,772.49,934.98,1385.55,6166.67,1028.78,49.53,4050.98,2434.02,15527.66,402.8,888.78,6198.34,2492.92,1,2,1,1,1,0,1,2,0,0,1
28.0,67.0,5.0,0.0,29478.0,39224.0,675.0,0.0,7225.0,104.0,0.0,2021.0,2022.0,1.0,2.0,3043.63,967.0,91.64,147.41,203.34,727.38,384.25,896.08,4219.45,593.37,132.29,1592.19,7789.55,9714.68,450.78,472.31,4152.37,2387.47,1,1,0,0,0,0,0,1,0,1,3
67.0,69.0,8.0,0.0,62669.0,70317.0,760.0,14700.0,73648.0,0.0,2022.0,2023.0,0.0,0.0,5.0,32131.96,1780.39,0.0,973.91,0.0,2161.27,3175.03,2111.92,6449.99,1214.71,0.0,329.83,4473.38,9355.05,10.99,213.25,9727.54,3588.55,3,3,3,2,3,2,3,2,2,2,1
83.0,67.0,12.0,0.0,22873.0,0.0,710.0,23100.0,24583.0,0.0,2023.0,2022.0,0.0,1.0,5.0,1352.53,192.85,131.96,9.81,51.14,140.46,0.0,969.1,25828.64,647.96,43.89,0.0,996.01,7383.4,110.63,0.0,3116.77,296.63,1,1,0,0,0,1,1,2,0,2,1
21.0,62.0,7.0,0.0,56280.0,81803.0,760.0,0.0,16558.0,0.0,0.0,2020.0,0.0,1.0,1.0,2809.17,3214.5,98.78,344.46,109.01,1277.05,1800.46,1276.56,3547.57,1449.75,35.58,5661.25,2769.61,9890.01,556.72,1112.86,5543.8,3862.73,2,2,2,3,2,1,2,1,1,0,1
59.0,62.0,2.0,1.0,32678.0,44434.0,693.0,14300.0,12586.0,0.0,2023.0,2024.0,0.0,1.0,3.0,3741.58,19.55,0.0,384.11,0.0,2048.67,2416.0,1473.59,2977.32,835.74,0.0,2366.06,230.82,4518.36,23.65,149.83,10206.42,2671.3,1,0,1,0,0,0,2,1,1,1,1
84.0,69.0,8.0,1.0,24055.0,0.0,733.0,20400.0,88100.0,0.0,2021.0,2021.0,0.0,1.0,7.0,2185.08,480.49,192.67,20.13,0.0,76.89,99.18,884.06,4389.07,25.19,0.0,2069.2,187.39,5724.26,334.98,0.0,6197.87,1572.48,1,1,1,0,0,1,1,3,0,1,0
44.0,68.0,11.0,1.0,56163.0,104767.0,671.0,7500.0,0.0,0.0,2024.0,2.2737367544323206e-13,0.0,1.0,1.0,3305.81,905.56,68.96,557.02,63.39,554.45,1292.06,1177.07,3747.8,531.54,4.26,1247.7,5566.25,7738.75,1563.62,599.33,6819.22,2708.99,1,1,1,1,1,0,1,0,0,1,3
46.0,67.0,10.0,1.0,66489.0,45974.0,729.0,25400.0,49789.0,0.0,2022.0,2013.0,0.0,1.0,4.0,4230.58,1497.14,86.99,455.28,63.5,646.42,2512.07,2057.75,5848.93,941.02,53.6,1577.26,2683.31,14600.94,2375.89,650.39,3385.05,2506.34,2,3,1,1,1,2,2,1,1,2,1
77.0,67.0,8.0,1.0,47993.0,3080.0,827.0,0.0,105018.0,0.0,0.0,2022.0,0.0,1.0,5.0,2359.17,357.4,781.71,256.19,93.81,0.0,3002.61,856.98,5243.86,788.48,24.74,496.59,1095.39,7222.9,840.14,350.1,9322.48,1831.72,2,2,3,2,2,1,2,3,2,1,1
63.0,66.0,3.0,0.0,32928.0,80794.0,850.0,21500.0,23443.0,0.0,2024.0,2024.0,0.0,1.0,5.0,3957.15,1844.67,158.0,413.24,138.86,0.0,732.67,585.02,4928.2,399.05,59.14,834.36,1593.91,5846.24,299.25,106.71,49784.52,2477.93,3,0,2,1,1,0,1,1,1,2,1
32.0,65.0,6.0,1.0,51654.0,95454.0,600.0,29500.0,18132.0,0.0,2024.0,2024.0,0.0,1.0,4.0,3695.6,1396.73,0.0,521.13,0.0,516.31,455.78,2844.91,4254.07,1116.49,0.0,417.74,2229.2,17626.42,910.84,201.06,49578.4,2283.19,2,1,2,1,1,1,2,0,0,2,1
32.0,70.0,7.0,1.0,48010.0,87837.0,703.0,18300.0,42411.0,0.0,2023.0,2023.0,0.0,0.0,3.0,1670.42,325.5,66.3,499.11,433.17,836.65,65.62,4273.82,1365.76,0.0,0.0,553.86,375.87,7456.09,0.0,1346.5,6607.35,3311.97,1,2,1,1,1,1,3,1,0,3,1
52.0,67.0,10.0,1.0,61532.0,26832.0,683.0,0.0,63918.0,69.0,0.0,2021.0,2024.0,1.0,4.0,9241.03,1395.73,41.86,330.01,0.0,580.57,1249.74,596.05,16382.42,768.63,0.0,41001.38,4051.24,21593.66,0.0,1150.74,9736.06,6436.79,2,2,2,2,2,3,3,3,1,1,1
68.0,68.0,4.0,1.0,39832.0,5377.0,785.0,32200.0,18579.0,0.0,2024.0,2016.0,0.0,1.0,4.0,22008.09,520.11,0.0,193.79,103.41,124.28,899.57,381.79,4126.85,1030.62,56.88,97.44,816.07,5041.83,104.97,264.73,3439.99,4341.69,2,0,1,2,2,1,1,2,1,2,1
78.0,66.0,9.0,1.0,113514.0,16524.0,727.0,65800.0,56435.0,58.0,2024.0,2024.0,2020.0,0.0,8.0,6512.38,3183.82,148.78,2123.39,162.72,282.73,70.36,4396.38,2336.73,985.28,0.0,384.4,9851.42,14328.07,106004.71,1753.71,7931.62,6540.19,2,2,2,2,2,3,2,2,1,3,1
91.0,67.0,1.0,0.0,27150.0,2007.0000000000073,737.0,0.0,0.0,75.0,0.0,2.2737367544323206e-13,2023.0,1.0,1.0,1233.08,95.31,0.0,0.0,106.58,0.0,0.0,17.33,288.34,576.85,43.93,0.0,19166.81,2206.43,31.3,0.0,428.21,321.47,1,1,0,0,0,1,0,3,0,1,3
