current_age,retirement_age,birth_month,gender,yearly_income,total_debt,credit_score,num_credit_cards,Credit_limit,Debit_limit,Debit (Prepaid)_limit,Credit_expires,Debit_expires,Debit (Prepaid)_expires,has_chip,Automotive & Transportation Services,Clothing & Fashion,Digital Goods & Computers,Electronics & Appliances,Freight & Trucking,Hotels & Accommodation,Legal & Financial Services,Machinery & Tools,Medical & Healthcare Services,Movies & Theaters,Postal Services - Government Only,Rail & Bus Transport,Restaurants & Eating Places,Retail Stores,Sports & Recreational Activities,Steel & Metal Products,Telecommunications & Media,Utilities & Home Services
73,68,9,1,34220.0,0.0,745,5,0.0,57205.0,172.0,0.0,2023.0,2024.0,1,2037.37,2113.57,475.51,773.98,299.05,1119.13,1149.93,107.01000000000005,2117.39,1152.61,244.21,1320.6,546.37,6104.92,755.96,303.42,3568.85,3858.7999999999997
63,64,3,0,71593.0,132181.0,821,3,0.0,59097.0,0.0,2022.0,2022.0,0.0,0,5959.96,1941.21,1356.53,3389.5,0.0,2717.48,1411.3,1777.5900000000001,3653.6,5016.87,0.0,980.3,3858.14,9452.12,174.01,302.28,3275.28,3193.06
86,71,5,0,22650.0,0.0,690,6,25200.0,28180.0,91.0,2024.0,2023.0,2020.0,1,3779.59,360.09999999999997,0.0,110.99,0.0,0.0,242.72000000000003,319.67,28047.11,1119.07,0.0,0.0,2157.19,12661.33,94.5,0.0,4986.52,3165.94
61,66,1,0,31505.0,59730.0,655,4,15700.0,12566.0,0.0,2021.0,2022.0,0.0,1,3835.6,405.15,604.51,641.5300000000001,202.26,144.82,1315.19,991.3599999999999,4796.01,210.36,321.69,2235.5099999999998,3878.58,5285.11,985.16,276.62,31314.87,251.01999999999998
52,68,8,0,45037.0,31792.0,710,3,0.0,62729.0,0.0,0.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
24,68,3,1,62711.0,68777.0,798,3,34600.0,28066.0,0.0,2024.0,2020.0,0.0,0,,,,,,,,,,,,,,,,,,
39,71,2,1,41907.0,87163.0,728,4,21900.0,34589.0,0.0,2024.0,2022.0,0.0,0,1558.36,477.65999999999997,0.0,625.3,4.73,1118.91,55.48,1045.48,1127.37,66.32,0.0,0.0,340.44,3890.61,321.87,1146.28,3233.94,1453.36
65,62,5,1,49817.0,26928.0,600,2,0.0,15635.0,0.0,0.0,2021.0,0.0,0,2996.73,1677.97,0.0,402.72,8.79,1799.56,329.40999999999997,1023.87,2848.09,709.09,8.86,104.05000000000001,1826.52,8672.76,190.67,425.74,7271.63,6934.13
36,63,8,0,34317.0,61826.0,610,3,12000.0,21681.0,0.0,2021.0,2023.0,0.0,1,5809.76,834.01,154.12,585.17,45.03,0.0,247.22,714.32,7020.91,896.79,115.31,792.5899999999999,209.3,23841.02,821.46,1600.9499999999998,5094.17,2173.81
45,65,3,1,40093.0,81752.0,615,2,5400.0,12079.0,0.0,2023.0,2018.0,0.0,1,,,,,,,,,,,,,,,,,,
54,66,2,1,22714.0,27227.0,702,3,5100.0,23150.0,0.0,2024.0,2024.0,0.0,1,2835.44,1027.09,58.760000000000005,28.82,5.91,1113.02,0.0,1400.06,2699.74,295.65,32.25,13850.5,45.99,4817.15,19.74,1387.15,73.35,4006.75
28,65,3,1,39354.0,26700.0,685,2,9500.0,10141.0,0.0,2013.0,2021.0,0.0,1,,,,,,,,,,,,,,,,,,
61,70,3,0,58433.0,48231.0,696,4,22700.0,59654.0,63.0,2021.0,2020.0,2024.0,1,,,,,,,,,,,,,,,,,,
63,65,8,1,36743.0,71719.0,612,2,0.0,19290.0,0.0,0.0,2023.0,0.0,1,2275.88,456.06,61.03,50.64,132.49,121.80000000000001,2670.94,185.3,5243.57,221.26,0.0,766.51,274.31,4438.48,213.91,0.0,3131.81,4557.87
33,60,2,1,54333.0,103224.0,584,1,12500.0,0.0,0.0,2020.0,0.0,0.0,1,3490.47,780.55,0.0,1239.29,76.84,1490.1399999999999,235.35,967.9300000000001,5428.62,398.01,253.32,1882.27,1225.18,8346.19,961.15,3005.88,14237.96,5759.27
75,64,2,1,42812.0,22171.0,631,4,8800.0,9755.0,68.0,2020.0,2023.0,2024.0,1,4447.84,771.64,0.0,166.04000000000002,0.0,421.48,908.2,1738.73,9521.82,1034.16,0.0,0.0,1231.37,24143.57,730.76,237.73000000000002,3900.0,3452.84
36,66,12,1,28334.0,0.0,700,3,9000.0,7784.0,63.0,2021.0,2022.0,2023.0,1,856.22,535.11,0.0,0.0,0.0,113.21,733.56,13.21,1013.56,113.87,0.0,3751.06,272.99,2276.53,37.49,553.6300000000001,4960.28,2584.84
20,67,11,1,64548.0,14864.0,726,1,0.0,19991.0,0.0,0.0,2020.0,0.0,0,,,,,,,,,,,,,,,,,,
55,66,4,1,53287.0,51026.0,816,4,32800.0,24250.0,0.0,2024.0,2006.0,0.0,1,,,,,,,,,,,,,,,,,,
53,67,6,1,33566.0,96597.0,698,1,0.0,10305.0,0.0,0.0,2021.0,0.0,1,1914.2,423.13,173.27,643.44,203.45,981.8,424.74,2293.08,1680.79,0.0,0.0,0.0,1872.3,6757.7,327.69,1635.53,3074.46,2145.91
27,65,3,1,52550.0,140825.0,710,1,14700.0,0.0,0.0,2022.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
37,66,1,0,52181.0,26792.0,727,2,16500.0,19573.0,0.0,2022.0,2023.0,0.0,0,3355.73,1703.92,0.0,141.39000000000001,17.5,592.25,1604.9099999999999,969.62,3678.08,750.84,7.26,647.14,2290.07,7354.42,443.93,415.61,7575.7699999999995,4311.39
38,66,10,0,34854.0,40722.0,746,5,8800.0,60505.0,0.0,2011.0,2024.0,0.0,1,2025.43,2565.78,178.0,249.32,167.48,277.16,375.53999999999996,1975.13,2270.11,810.73,46.31,301.11,8093.09,9978.92,809.93,426.03,5496.62,2669.53
38,66,7,0,51391.0,94145.0,656,1,0.0,14340.0,0.0,0.0,2021.0,0.0,1,,,,,,,,,,,,,,,,,,
18,68,2,1,34716.0,18962.0,850,3,0.0,28072.0,57.0,0.0,2022.0,2021.0,1,,,,,,,,,,,,,,,,,,
41,68,5,0,40334.0,65793.0,597,3,17500.0,0.0,56.0,2020.0,0.0,2009.0,1,,,,,,,,,,,,,,,,,,
46,70,8,0,31632.0,76538.0,832,3,10300.0,12100.0,49.0,2023.0,2024.0,2018.0,0,3528.33,4235.84,57.06,142.68,0.0,0.0,0.0,735.79,3590.47,248.67,0.0,1425.6999999999998,980.2,9691.93,0.0,1366.98,4871.72,2368.02
27,65,2,0,37268.0,50388.0,626,1,0.0,1952.0,0.0,0.0,2013.0,0.0,0,,,,,,,,,,,,,,,,,,
30,64,8,0,26996.0,33332.0,501,2,10200.0,13460.0,0.0,2022.0,2022.0,0.0,0,1933.33,563.09,54.0,187.12,165.12,199.91,0.0,224.51,926.2,723.43,0.0,0.0,361.82,4543.82,94.15,832.92,3330.44,2090.95
90,66,6,0,19893.0,1712.0,566,3,9500.0,8807.0,0.0,2020.0,2022.0,0.0,0,2032.63,705.5600000000001,178.8,12.38,0.0,0.0,152.03,78.14,1133.75,1179.67,0.0,354.24,446.65,3831.18,614.24,0.0,6006.64,2995.42
29,65,6,0,47891.0,114299.0,629,1,0.0,22172.0,0.0,0.0,2016.0,0.0,0,,,,,,,,,,,,,,,,,,
36,65,7,1,32896.0,69800.0,735,2,4900.0,0.0,68.0,2022.0,0.0,2021.0,1,2898.51,1747.8799999999999,0.0,591.83,153.78,0.0,106.37,546.69,3073.23,1220.35,0.0,546.68,2527.26,6392.66,230.4,1420.02,4602.95,6050.81
48,66,9,1,36671.0,39882.0,850,3,9600.0,4319.0,69.0,2024.0,2022.0,2007.0,1,1071.41,1074.05,0.0,307.89,47.33,0.0,1340.36,1495.12,1305.37,404.89,60.13,3296.85,4234.85,3831.84,36.6,1072.6200000000001,7321.7,702.73
31,64,4,1,45025.0,62719.0,635,1,0.0,14139.0,0.0,0.0,2023.0,0.0,1,,,,,,,,,,,,,,,,,,
25,67,8,1,59599.0,79126.0,717,5,26200.0,20119.0,60.0,2024.0,2023.0,2023.0,1,,,,,,,,,,,,,,,,,,
32,66,8,1,24505.0,52405.0,759,1,5600.0,0.0,0.0,2020.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
69,73,11,1,96901.0,182809.0,701,5,22500.0,123940.0,77.0,2024.0,2023.0,2023.0,0,4643.79,3003.3199999999997,269.77,559.02,106.21,2454.89,1467.08,5915.72,7666.31,4887.54,53.71,2648.86,4539.85,25625.74,4970.55,2869.07,4784.18,4872.55
75,69,2,1,21154.0,5764.0,705,6,31400.0,32690.0,68.0,2024.0,2020.0,2012.0,1,2793.8,213.82000000000002,0.0,334.34999999999997,1937.11,204.25,124.43,1729.24,2014.76,4222.65,1743.81,1943.8799999999999,2821.73,6237.45,49.53,3581.08,3382.83,2141.18
32,71,11,1,62492.0,18680.0,686,3,23500.0,19643.0,0.0,2022.0,2022.0,0.0,0,,,,,,,,,,,,,,,,,,
62,70,8,1,46256.0,106753.0,650,3,0.0,36926.0,0.0,0.0,2024.0,0.0,1,1300.41,889.78,219.62,0.0,146.51,0.0,206.24,2679.07,3020.25,1615.96,0.0,477.42,1736.64,11440.68,3675.29,0.0,1671.1,2952.69
38,64,5,1,49023.0,66148.0,583,5,0.0,52452.0,21.0,0.0,2023.0,2024.0,1,14801.66,2533.99,136.91,359.79,14.34,0.0,2692.55,930.47,3639.23,775.34,0.0,11416.39,17907.329999999998,18989.41,1867.78,498.21,5689.96,4804.27
31,57,2,1,76820.0,159137.0,819,2,8900.0,10523.0,0.0,2020.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
18,68,11,1,29562.0,31509.0,757,1,8900.0,0.0,0.0,2023.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
46,66,8,1,47395.0,41381.0,755,2,19000.0,29391.0,0.0,2023.0,2024.0,0.0,1,3242.79,1189.96,113.62,502.37999999999994,17.63,1128.58,1275.18,303.79,2522.36,251.66,0.0,6016.82,1468.35,4618.65,94.82,172.03,4615.04,6387.39
56,70,5,1,28476.0,0.0,693,3,6900.0,19876.0,0.0,2020.0,2020.0,0.0,1,1278.69,806.12,0.0,57.98,166.01,0.0,154.64,400.59999999999997,1864.06,279.45,30.5,264.15,158.41,3762.2599999999998,22.57,64.45,2980.57,3033.18
38,71,1,1,46160.0,87459.0,763,4,11700.0,57143.0,0.0,2022.0,2024.0,0.0,1,9550.96,369.27,0.0,133.42,384.71,186.65,1216.1100000000001,385.07,2346.57,1989.19,191.5,162.82,425.06,11745.54,304.39,134.04,915.39,747.54
44,64,4,1,44953.0,97076.0,728,1,0.0,9609.0,0.0,0.0,2006.0,0.0,1,,,,,,,,,,,,,,,,,,
21,68,8,1,41260.0,80574.0,682,2,0.0,28853.0,0.0,0.0,2023.0,0.0,1,,,,,,,,,,,,,,,,,,
58,66,1,1,40900.0,64420.0,678,3,0.0,45512.0,0.0,0.0,2020.0,0.0,1,2274.63,311.39,0.0,98.1,0.0,1215.8,571.72,1313.59,2394.35,605.69,0.0,200.15,1073.34,2477.89,6.49,2326.12,7229.43,2568.4
43,75,5,0,29194.0,10895.0,703,2,0.0,22900.0,0.0,0.0,2023.0,0.0,1,1630.72,304.83,0.0,0.0,0.0,377.14,0.0,2317.0099999999998,3893.9900000000002,1148.73,0.0,307.91999999999996,496.56,9848.63,1158.29,343.34,7516.29,2623.76
54,62,3,0,67890.0,112564.0,698,2,17100.0,20765.0,0.0,2021.0,2021.0,0.0,1,,,,,,,,,,,,,,,,,,
41,68,11,0,28704.0,103891.0,700,2,18100.0,0.0,0.0,2024.0,0.0,0.0,1,827.84,294.87,0.0,-237.92999999999998,220.38000000000002,0.0,913.12,46.620000000000005,1185.16,309.83,19.31,357.0,1942.27,1596.61,168.41,-152.53,3758.26,2736.49
74,66,5,1,54013.0,3628.0,779,8,0.0,227284.0,0.0,0.0,2024.0,0.0,0,11242.9,2126.04,0.0,177.28,252.89,0.0,473.5,1402.1799999999998,18589.43,2420.77,95.54,124.66999999999999,3612.97,37871.62,9381.54,0.0,3041.47,281.57
18,64,4,1,29265.0,37375.0,647,1,0.0,0.0,28.0,0.0,0.0,2020.0,1,,,,,,,,,,,,,,,,,,
18,70,1,0,47501.0,81625.0,735,2,3600.0,22234.0,0.0,2023.0,2020.0,0.0,1,,,,,,,,,,,,,,,,,,
48,75,1,0,40392.0,52417.0,645,1,5800.0,0.0,0.0,2017.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
31,68,3,1,58538.0,93153.0,610,1,0.0,0.0,77.0,0.0,0.0,2020.0,1,,,,,,,,,,,,,,,,,,
20,60,11,0,41403.0,206131.0,776,1,0.0,2070.0,0.0,0.0,2020.0,0.0,1,,,,,,,,,,,,,,,,,,
37,68,6,1,59375.0,0.0,729,2,0.0,54798.0,0.0,0.0,2024.0,0.0,0,,,,,,,,,,,,,,,,,,
59,66,12,0,32347.0,82667.0,784,7,24000.0,64500.0,0.0,2023.0,2022.0,0.0,1,4433.73,522.33,160.03,98.4,314.71,1270.8400000000001,1082.21,643.18,2693.02,467.89,9.870000000000001,2488.78,562.1,7349.04,354.78,449.97,1341.73,92.03
63,62,4,0,56102.0,59198.0,850,1,36200.0,0.0,0.0,2021.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
22,65,1,1,25024.0,29227.0,691,2,5000.0,9146.0,0.0,2020.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
34,73,12,1,69270.0,97114.0,540,1,0.0,21652.0,0.0,0.0,2022.0,0.0,1,3903.31,838.54,152.17000000000002,374.44,0.0,1376.33,3994.8,383.7,5350.3,1919.73,32.32,2697.0499999999997,961.77,9004.67,414.59999999999997,1207.29,4006.21,3827.93
67,69,2,1,34172.0,71366.0,811,6,24600.0,14552.0,0.0,2024.0,2024.0,0.0,1,4635.12,1210.63,48.93,354.96,101.7,575.05,1462.42,2874.82,4073.55,1088.04,117.99,965.34,27819.19,12811.04,1246.81,967.8399999999999,1971.36,2075.77
50,69,5,1,43290.0,90238.0,690,4,28400.0,0.0,57.0,2024.0,0.0,2021.0,1,2255.12,673.32,259.43,257.40999999999997,12.85,783.32,1539.33,491.03,1599.46,748.6,11.1,1127.15,2573.92,4399.21,56.76,197.75,1498.1,4032.87
32,63,12,0,41106.0,106963.0,762,3,12300.0,2055.0,0.0,2021.0,2020.0,0.0,0,,,,,,,,,,,,,,,,,,
18,71,1,0,32014.0,61420.0,728,3,0.0,51336.0,0.0,0.0,2022.0,0.0,0,,,,,,,,,,,,,,,,,,
18,67,6,0,41717.0,27174.0,718,5,14800.0,34496.0,70.0,2022.0,2020.0,2024.0,1,,,,,,,,,,,,,,,,,,
47,63,1,0,94133.0,189899.0,603,1,0.0,9230.0,0.0,0.0,2020.0,0.0,1,,,,,,,,,,,,,,,,,,
28,73,7,0,50934.0,54406.0,720,3,12500.0,17447.0,116.0,2023.0,2020.0,2023.0,1,4204.62,941.1800000000001,315.2,806.41,16.24,1367.32,8780.36,4286.39,2237.2,316.0,35.92,1509.96,14011.38,12551.16,167.82,2045.87,2075.4,462.87
80,59,10,0,34819.0,2971.0,696,2,10700.0,0.0,0.0,2023.0,0.0,0.0,1,3142.98,1217.44,0.0,150.59,14.17,306.85,104.64,374.52000000000004,2638.07,1637.5,0.0,4338.9800000000005,1194.19,4973.67,1534.39,1518.76,2223.75,3762.9900000000002
49,61,6,0,41800.0,67836.0,699,6,26500.0,47640.0,0.0,2018.0,2024.0,0.0,0,2808.32,2230.34,0.0,233.81,66.8,636.48,0.0,2188.19,3347.01,982.27,90.24,1615.16,2514.42,10036.36,756.12,668.0,5528.75,5345.8
56,72,6,0,45416.0,82611.0,713,1,0.0,20022.0,0.0,0.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
37,65,7,1,59139.0,128870.0,742,4,26100.0,67161.0,0.0,2023.0,2022.0,0.0,1,3592.37,448.88,0.0,895.96,305.18,0.0,0.0,1748.6399999999999,5077.05,2707.27,66.14,526.8,26745.65,7303.45,7760.6900000000005,0.0,3404.56,4520.08
64,61,4,1,87317.0,41998.0,773,1,6600.0,0.0,0.0,2023.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
58,71,10,1,119308.0,89328.0,789,6,25500.0,365433.0,0.0,2021.0,2024.0,0.0,0,2460.1,814.15,0.0,201.55,373.01,2475.68,0.0,2863.99,2966.4900000000002,753.53,18.26,2191.32,51507.3,11337.17,7673.75,2443.05,13608.59,1255.95
19,66,2,1,56579.0,79726.0,705,2,24600.0,0.0,0.0,2023.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
48,66,5,1,39733.0,79302.0,781,4,19300.0,13831.0,0.0,2022.0,2021.0,0.0,1,3812.35,432.32,234.61,138.23000000000002,0.0,327.62,3156.42,612.2,8014.5,163.96,0.0,638.28,62.75,6725.05,629.4,395.5,3985.56,2019.97
63,71,9,1,34637.0,12623.0,710,4,0.0,22598.0,166.0,0.0,2023.0,2020.0,0,5137.16,3508.33,0.0,256.37,0.0,0.0,880.87,3245.2400000000002,4051.11,1297.72,0.0,309.77,24404.41,16674.2,1318.51,174.74,3954.32,5283.43
53,65,12,0,37119.0,55010.0,718,5,22400.0,24830.0,0.0,2024.0,2024.0,0.0,1,1689.8999999999999,374.43,196.99,504.25,246.23,307.48,1564.1,712.16,3458.48,216.65,39.87,571.9,3529.23,5728.4,187.44,0.0,3466.47,5430.42
29,71,11,0,63684.0,96864.0,709,5,28700.0,36639.0,41.0,2022.0,2023.0,2020.0,1,5224.7,1990.57,119.06,65.19999999999999,0.0,385.26,3272.2200000000003,2645.43,6905.89,2134.89,0.0,71.71,1162.22,22801.8,1331.53,466.85,8265.37,4509.02
23,66,9,0,29376.0,51428.0,629,1,3000.0,0.0,0.0,2020.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
57,66,9,0,26664.0,12241.0,709,4,16400.0,8374.0,80.0,2023.0,2012.0,2017.0,1,1664.08,602.57,39.66,69.09,0.0,236.39000000000004,0.0,110.28999999999999,1294.0,1169.6200000000001,0.0,10157.27,294.84,3306.95,19.27,0.0,3281.65,2220.92
29,66,5,1,126775.0,28869.0,685,2,0.0,135200.0,0.0,0.0,2024.0,0.0,1,28134.01,2770.8,51.17,1250.72,582.83,1204.82,1299.87,1085.51,2185.27,574.48,400.32,699.9200000000001,3010.52,10207.43,19435.72,1257.4399999999998,11701.66,5933.63
18,71,6,1,29909.0,42832.0,664,2,8400.0,13390.0,0.0,2024.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
51,65,6,1,37963.0,102716.0,772,4,0.0,80948.0,0.0,0.0,2024.0,0.0,1,3434.13,324.46,0.0,137.5,0.0,416.03,614.69,2123.92,9021.16,3010.59,0.0,3333.19,796.62,15512.13,2550.98,1141.44,22543.61,3193.63
33,67,2,1,33944.0,53353.0,798,4,1100.0,46717.0,0.0,2022.0,2023.0,0.0,1,1227.8,218.87,409.40999999999997,26.3,0.0,133.4,531.2,1648.1499999999999,2726.29,496.26,0.0,424.24999999999994,1553.78,2772.45,0.0,359.52000000000004,1232.92,1487.72
30,66,12,0,47110.0,57159.0,804,2,0.0,31908.0,0.0,0.0,2020.0,0.0,1,,,,,,,,,,,,,,,,,,
73,64,9,0,37789.0,24575.0,605,3,7100.0,56691.0,0.0,2021.0,2021.0,0.0,0,8563.77,1698.48,98.6,221.04000000000002,58.93,1647.47,5210.17,1277.34,2074.91,717.71,25.35,168.84000000000003,6509.32,10371.369999999999,91.19000000000001,1518.73,10151.29,5917.41
18,65,9,0,33459.0,37753.0,705,3,8100.0,22982.0,0.0,2020.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
35,67,11,0,102369.0,189558.0,738,2,0.0,0.0,26.0,0.0,0.0,2023.0,1,,,,,,,,,,,,,,,,,,
29,66,8,1,53376.0,60953.0,750,3,15200.0,40410.0,0.0,2020.0,2023.0,0.0,1,,,,,,,,,,,,,,,,,,
76,63,2,1,26660.0,28332.0,721,4,18300.0,87762.0,0.0,2022.0,2024.0,0.0,1,5369.88,1295.55,168.97,621.44,0.0,691.99,4047.34,548.38,2135.65,86.99,0.0,934.2,26273.9,6032.98,314.20000000000005,1138.03,4452.44,5274.91
28,69,1,1,34262.0,60506.0,846,2,13300.0,9141.0,0.0,2021.0,2022.0,0.0,1,3460.31,1068.99,53.54,0.0,0.0,0.0,409.55,305.45,4532.86,2099.37,0.0,0.0,0.0,7464.96,104.75,0.0,2299.32,438.44
24,70,12,0,41714.0,54541.0,687,3,6500.0,37523.0,0.0,2020.0,2023.0,0.0,1,4388.22,287.69,158.09,417.61,68.71,0.0,76.92,2979.46,5401.23,301.86,0.0,117.02999999999999,94.18,5804.18,0.0,5019.2699999999995,3620.0,2348.59
48,66,12,0,45422.0,83940.0,689,4,13700.0,19836.0,0.0,2020.0,2020.0,0.0,1,1948.25,2726.54,160.8,413.84,0.0,0.0,0.0,818.39,3020.33,748.41,0.0,1091.6399999999999,50.33,5257.57,2049.15,171.52999999999997,3331.06,3557.48
18,68,1,0,42142.0,116857.0,713,2,11200.0,16479.0,0.0,2020.0,2021.0,0.0,1,,,,,,,,,,,,,,,,,,
26,69,4,0,23987.0,39071.0,630,1,0.0,1077.0,0.0,0.0,2022.0,0.0,1,,,,,,,,,,,,,,,,,,
41,56,10,0,32789.0,47679.0,699,2,9300.0,10946.0,0.0,2014.0,2012.0,0.0,1,,,,,,,,,,,,,,,,,,
21,69,9,0,29475.0,48741.0,722,1,700.0,0.0,0.0,2020.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
24,70,2,0,58893.0,113715.0,666,3,0.0,36000.0,0.0,0.0,2024.0,0.0,1,,,,,,,,,,,,,,,,,,
42,66,11,1,44681.0,42011.0,770,3,15600.0,25942.0,0.0,2022.0,2023.0,0.0,0,2007.53,424.03,142.82,614.37,2464.52,2569.94,0.0,1219.37,3484.68,54.97,2711.15,749.62,1903.57,6461.13,122.21,309.15,11997.96,1846.6200000000001
20,66,10,0,40572.0,0.0,732,5,23400.0,49775.0,0.0,2023.0,2023.0,0.0,0,,,,,,,,,,,,,,,,,,
35,69,5,1,50177.0,101323.0,681,4,35200.0,2508.0,0.0,2022.0,2021.0,0.0,0,9679.460000000001,1908.13,0.0,1300.34,447.14,429.97,0.0,2413.54,2452.35,2967.46,0.0,3442.79,2385.59,12449.09,303.97,828.4300000000001,5190.13,3559.9700000000003
55,68,5,1,25051.0,19465.0,734,4,8300.0,32283.0,0.0,2024.0,2024.0,0.0,1,4362.89,64.31,100.08,305.59,15.190000000000001,0.0,0.0,615.01,5489.47,668.26,3.84,223.35999999999999,4738.48,14073.37,303.76,0.0,2320.0,1597.6399999999999
59,65,9,1,48867.0,92873.0,644,2,10900.0,36271.0,0.0,2020.0,2007.0,0.0,1,,,,,,,,,,,,,,,,,,
28,67,5,0,29478.0,39224.0,675,2,0.0,7225.0,104.0,0.0,2021.0,2022.0,1,,,,,,,,,,,,,,,,,,
67,69,8,0,62669.0,70317.0,760,5,14700.0,73648.0,0.0,2022.0,2023.0,0.0,0,32131.96,1780.39,0.0,973.91,0.0,2161.27,3175.0299999999997,2111.92,6449.99,1214.71,0.0,329.83,4473.38,9355.05,10.99,213.25,9727.54,3588.55
83,67,12,0,22873.0,0.0,710,5,23100.0,24583.0,0.0,2023.0,2022.0,0.0,1,1352.53,192.85,131.96,9.81,51.14,140.46000000000004,0.0,969.1,25828.64,647.96,43.89,0.0,996.01,7383.4,110.63,0.0,3116.77,296.63
21,62,7,0,56280.0,81803.0,760,1,0.0,16558.0,0.0,0.0,2020.0,0.0,1,,,,,,,,,,,,,,,,,,
59,62,2,1,32678.0,44434.0,693,3,14300.0,12586.0,0.0,2023.0,2024.0,0.0,1,3741.58,19.55,0.0,384.11,0.0,2048.67,2416.0,1473.59,2977.32,835.74,0.0,2366.06,230.82,4518.36,23.65,149.83,10206.42,2671.3
84,69,8,1,24055.0,0.0,733,7,20400.0,88100.0,0.0,2021.0,2021.0,0.0,1,2185.08,480.49,192.67,20.13,0.0,76.88999999999999,99.18,884.0600000000001,4389.07,25.19,0.0,2069.2,187.39000000000001,5724.26,334.98,0.0,6197.87,1572.48
44,68,11,1,56163.0,104767.0,671,1,7500.0,0.0,0.0,2024.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
46,67,10,1,66489.0,45974.0,729,4,25400.0,49789.0,0.0,2022.0,2013.0,0.0,1,,,,,,,,,,,,,,,,,,
77,67,8,1,47993.0,3080.0,827,5,0.0,105018.0,0.0,0.0,2022.0,0.0,1,2359.17,357.4,781.71,256.19,93.81,0.0,3002.61,856.98,5243.86,788.48,24.740000000000002,496.59,1095.3899999999999,7222.9,840.14,350.09999999999997,9322.48,1831.72
63,66,3,0,32928.0,80794.0,850,5,21500.0,23443.0,0.0,2024.0,2024.0,0.0,1,3957.15,1844.67,158.0,413.24,138.86,0.0,732.67,585.02,4928.2,399.05,59.14,834.36,1593.91,5846.24,299.25,106.71000000000004,49784.52,2477.93
32,65,6,1,51654.0,95454.0,600,4,29500.0,18132.0,0.0,2024.0,2024.0,0.0,1,3695.6,1396.73,0.0,521.13,0.0,516.31,455.78000000000003,2844.91,4254.07,1116.49,0.0,417.74,2229.2,17626.42,910.84,201.06,49578.4,2283.19
32,70,7,1,48010.0,87837.0,703,3,18300.0,42411.0,0.0,2023.0,2023.0,0.0,0,1670.42,325.5,66.3,499.11,433.16999999999996,836.65,65.62,4273.820000000001,1365.76,0.0,0.0,553.86,375.87,7456.09,0.0,1346.5,6607.35,3311.9700000000003
52,67,10,1,61532.0,26832.0,683,4,0.0,63918.0,69.0,0.0,2021.0,2024.0,1,9241.03,1395.73,41.86,330.01,0.0,580.5699999999999,1249.74,596.0500000000001,16382.42,768.63,0.0,41001.38,4051.24,21593.66,0.0,1150.74,9736.06,6436.79
68,68,4,1,39832.0,5377.0,785,4,32200.0,18579.0,0.0,2024.0,2016.0,0.0,1,22008.09,520.11,0.0,193.79,103.41,124.28,899.5699999999999,381.79,4126.85,1030.62,56.879999999999995,97.44,816.07,5041.83,104.97,264.73,3439.99,4341.69
78,66,9,1,113514.0,16524.0,727,8,65800.0,56435.0,58.0,2024.0,2024.0,2020.0,0,6512.38,3183.82,148.78,2123.39,162.71999999999997,282.73,70.36,4396.38,2336.73,985.28,0.0,384.4,9851.42,14328.07,106004.71,1753.71,7931.62,6540.1900000000005
91,67,1,0,27150.0,2007.0,737,1,0.0,0.0,75.0,0.0,0.0,2023.0,1,1233.08,95.31,0.0,0.0,106.58,0.0,0.0,17.33,288.34000000000003,576.85,43.93,0.0,19166.81,2206.43,31.3,0.0,428.21,321.47
52,60,8,1,36927.0,54145.0,554,1,3100.0,0.0,0.0,2007.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
46,70,4,1,54881.0,3584.0,700,4,42900.0,23636.0,0.0,2024.0,2023.0,0.0,0,4033.16,803.77,0.0,996.74,281.81,642.48,482.7,1786.7,3224.09,435.19,84.75999999999999,476.89,17779.4,8730.03,206.06,456.09999999999997,4691.89,4765.11
47,64,8,0,44789.0,94789.0,638,1,9500.0,0.0,0.0,2022.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,
85,67,10,0,9795.0,396.0,771,7,6000.0,54198.0,0.0,2007.0,2024.0,0.0,1,2518.28,595.0,0.0,0.0,0.0,0.0,68.08,401.47,2678.64,771.3199999999999,0.0,50.61,845.38,4092.27,23.6,75.32,4033.65,734.03
40,64,5,0,101679.0,307856.0,592,1,0.0,19097.0,0.0,0.0,2024.0,0.0,0,,,,,,,,,,,,,,,,,,
